under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
5868,2496,5432,15276,11016,1857,-15112,-4516,27748,-29759,-13500,258
27704,-13664,19836,23460,11848,-13680,-16360,12140,-28144,5192,12832,-6272
9120,-5240,-6464,32767,404,12899,-17128,-7972,20204,-1235,5405,-4253
76,16368,1172,11008,15254,-6190,-1696,-40,5812,-32768,-3106,-9421
22544,-32768,-15336,-31013,-25062,-20592,-32768,21188,-31364,-32768,-12866,-1619
30332,520,-6972,6899,-119,18198,-20724,-12160,-9808,2655,-29964,2129
6780,27752,8596,14065,3958,21276,2204,11020,3768,17,-19333,11966
2608,736,19588,-711,8146,-7761,-17672,992,7912,-25486,91,15976
32767,-6488,8864,13020,24578,-20677,-32768,-3164,-20952,0,0,0
392,-8736,-13892,7357,13674,-5349,-24812,-13764,19056,0,0,0
-368,4672,-1620,14088,-5865,4125,-4284,660,29412,-23545,-781,-2525
10836,-4040,-8652,13518,-8906,15193,-32768,11140,-18976,-15141,-29502,8436
32767,5792,18468,2745,-8966,32767,4976,-8980,-18556,-2660,-26311,-5822
-584,32767,760,-15142,-9958,-645,-11116,-1992,10372,6022,-12297,3379
32767,5568,13240,-2600,-2149,-19922,2876,-32768,4564,-8511,440,16120
-8112,8812,-19452,2721,-6988,-2521,-7476,10504,21632,8030,9825,-5401
4256,18768,20868,12362,-15815,13872,-21872,20148,6984,3172,-14141,-2579
32767,-2412,-12084,12284,-8308,32154,-32416,-7656,-32028,-5712,-28460,11622
11692,29344,-648,-5462,32767,30487,11644,4376,-14820,-11699,-5458,-6598
4508,3540,20220,7504,5725,-3306,1696,20628,-32768,8725,31684,6175
-6836,-11324,-14276,2783,6841,2676,-19640,5308,8252,11536,23089,-5057
4880,14592,18384,32767,2540,3420,-14808,-5364,11756,11865,-13261,-5298
32767,-19324,-8668,12179,413,28942,-32768,-8764,-32768,-3515,-22800,18225
16276,18840,-1340,-6036,-11196,32767,18380,-6164,-15708,-9882,-22156,-7623
-10332,-17036,-11408,-4599,14494,-3842,-16836,8412,7524,0,0,0
