under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
32767,680,-11296,-32768,-32768,-6385,24612,-1484,-31020,-8637,-28819,-5377
1160,-10372,-14192,-3758,10866,-1264,-32768,-5832,12100,32767,32767,-26358
5388,9996,18372,-13199,-2753,-11621,2572,12236,25556,10589,11040,-109
-11728,-14784,-19680,5397,-13897,2306,-32768,-14608,-12160,6863,32767,11893
32767,25972,7156,32767,-31194,14448,10264,-11504,-16752,-11919,-20168,-3875
-8500,18732,17044,-11118,9485,-4672,-7296,-56,17204,9412,-3004,19304
32767,-288,9132,-23196,-32768,-21812,32767,-11092,-17368,-13286,14222,-20930
8848,-7740,-18700,-7232,17737,-2829,-32768,2632,13000,32767,23327,-19536
2916,8560,7960,-30056,-17293,3683,-1804,20480,21140,-1354,-1415,2214
-7512,-6220,-27068,-32768,-2596,10840,-32768,-24368,-1380,2187,17171,4960
32767,13072,5908,32767,-11542,21741,9056,-7404,-20448,-7292,-8993,219
-12180,24608,11280,-3794,-3993,4204,-19644,6432,24976,-12850,-12064,13087
32767,1456,12560,-12823,-32768,-20097,28132,-14496,1660,-24851,32767,-29265
11168,-5424,-18372,-2805,14658,-9281,-30224,-6292,10484,32767,5821,-13866
7836,9528,13820,-23741,-23390,3731,-8116,20024,14216,8357,2125,-3379
6104,-4280,-23892,-3340,-11168,1700,-32768,-28696,3696,-5899,17180,6216
32767,17708,14680,32767,-29779,12084,7044,-8172,-22060,-5150,-4707,-462
-14616,20108,20320,-10987,13666,-7038,-26676,1332,32496,-5400,-30829,17545
32767,9832,2972,-14544,-32768,-23514,28548,-18096,2268,-32768,32767,-29647
4160,-13160,-14888,-5082,17046,-6251,-32768,2828,-3444,32767,23183,-17756
15280,14188,19096,-23996,-32768,2477,-5220,18384,12692,-3981,-5981,-7514
6636,-7608,-32768,-32768,-5830,9770,-32768,-23536,1136,213,6064,8467
32552,10516,408,32767,-9615,12827,4100,-14284,-22360,-11032,-1837,1123
-2884,13396,12772,21839,8898,19043,-11796,3424,19636,-32768,-12000,5875
